,date,Temperature,Humidity,Light,HumidityRatio,PIR,Occupancy
140,2015-02-02 14:19,23.7,26.272,585.2,0.004764163,1,1
141,2015-02-02 14:19,23.718,26.29,578.4,0.004772661,1,1
142,2015-02-02 14:21,23.73,26.23,572.6666667,0.004765153,1,1
143,2015-02-02 14:22,23.7225,26.125,493.75,0.004743773,1,1
144,2015-02-02 14:23,23.754,26.2,488.6,0.004766594,1,1
145,2015-02-02 14:23,23.76,26.26,568.6666667,0.004779332,1,1
146,2015-02-02 14:25,23.73,26.29,536.3333333,0.004776136,1,1
147,2015-02-02 14:25,23.754,26.29,509,0.004783094,1,1
148,2015-02-02 14:26,23.754,26.35,476,0.004794094,1,1
149,2015-02-02 14:28,23.736,26.39,510,0.004796189,1,1
150,2015-02-02 14:29,23.745,26.445,481.5,0.004808886,1,1
151,2015-02-02 14:30,23.7,26.56,481.8,0.004816793,1,1
152,2015-02-02 14:31,23.7,26.6,475.25,0.004824104,1,1
153,2015-02-02 14:31,23.7,26.7,469,0.004842381,1,1
154,2015-02-02 14:32,23.7,26.774,464,0.004855906,1,1
155,2015-02-02 14:34,23.7,26.89,464,0.00487711,1,1
156,2015-02-02 14:35,23.7,26.9725,455,0.004892191,1,1
157,2015-02-02 14:36,23.6,26.89,454,0.004847594,1,1
158,2015-02-02 14:37,23.64,26.976,458,0.004875045,1,1
159,2015-02-02 14:38,23.65,27.05,464,0.004891492,1,1
160,2015-02-02 14:38,23.64,27.1,473,0.00489763,1,1
161,2015-02-02 14:39,23.6,27.16,464,0.004896652,1,1
162,2015-02-02 14:41,23.6,27.236,498.4,0.004910462,1,1
163,2015-02-02 14:42,23.6,27.29,530.2,0.004920275,1,1
164,2015-02-02 14:43,23.6,27.33,533.6,0.004927544,1,1
165,2015-02-02 14:44,23.6,27.34,524.25,0.004929361,1,1
166,2015-02-02 14:44,23.625,27.3925,498.6666667,0.004946406,1,1
167,2015-02-02 14:45,23.6,27.39,516.3333333,0.004938448,1,1
168,2015-02-02 14:47,23.6,27.412,501.2,0.004942446,1,1
169,2015-02-02 14:48,23.6,27.5,522,0.004958439,1,1
170,2015-02-02 14:49,23.6,27.525,520.5,0.004962982,1,1
171,2015-02-02 14:50,23.6,27.6,505.2857143,0.004976614,1,1
172,2015-02-02 14:51,23.6,27.6,488.3333333,0.004976614,1,1
173,2015-02-02 14:51,23.6,27.54,512,0.004965709,1,1
174,2015-02-02 14:53,23.6,27.6,511,0.004976614,1,1
175,2015-02-02 14:54,23.61666667,27.63333333,501.5,0.004987718,1,1
176,2015-02-02 14:55,23.66666667,27.7,503.6666667,0.005015051,1,1
177,2015-02-02 14:55,23.6,27.7,483.1666667,0.00499479,1,1
178,2015-02-02 14:57,23.6,27.7225,483.5,0.004998879,1,1
179,2015-02-02 14:57,23.6,27.79,473,0.005011149,1,1
180,2015-02-02 14:58,23.6,27.85666667,470.3333333,0.005023268,1,1
181,2015-02-02 15:00,23.6,27.80428571,480.1428571,0.005013746,1,1
182,2015-02-02 15:01,23.575,27.79,464,0.005003545,1,1
183,2015-02-02 15:02,23.54,27.81,474.4,0.004996538,1,1
184,2015-02-02 15:03,23.6,27.978,470,0.005045325,1,1
185,2015-02-02 15:04,23.525,28,454,0.005026367,0,1
186,2015-02-02 15:04,23.5,27.978,454,0.00501476,0,1
187,2015-02-02 15:06,23.5,28,454,0.005018735,0,1
188,2015-02-02 15:07,23.5,28,454,0.005018735,0,1
189,2015-02-02 15:08,23.5,28,445,0.005018735,0,1
190,2015-02-02 15:08,23.5,28,439,0.005018735,0,1
191,2015-02-02 15:10,23.5,28.025,444.25,0.005023252,0,1
192,2015-02-02 15:10,23.445,28.125,454.75,0.005024491,0,1
193,2015-02-02 15:11,23.39,28.18,455.8,0.005017582,0,1
194,2015-02-02 15:13,23.39,28.2,451.6,0.005021172,0,1
195,2015-02-02 15:14,23.39,28.2,451.6,0.005021172,0,1
196,2015-02-02 15:15,23.39,28.2,454.75,0.005021172,0,1
197,2015-02-02 15:16,23.39,28.2225,454.75,0.005025211,0,1
198,2015-02-02 15:16,23.39,28.37333333,457.5,0.005052286,0,1
199,2015-02-02 15:17,23.37,28.39,464,0.00504913,0,1
200,2015-02-02 15:19,23.39,28.32333333,464,0.00504331,0,1
201,2015-02-02 15:20,23.37333333,28.445,464,0.005060017,0,1
202,2015-02-02 15:21,23.39,28.5,471.5,0.005075025,0,1
203,2015-02-02 15:22,23.32333333,28.5,475.6666667,0.005054476,0,1
204,2015-02-02 15:23,23.365,28.5,471.5,0.00506731,0,1
205,2015-02-02 15:23,23.29,28.5,467.75,0.005044229,0,1
206,2015-02-02 15:24,23.30666667,28.53333333,466.5,0.005055304,0,1
207,2015-02-02 15:26,23.29,28.7,464,0.005079916,1,1
208,2015-02-02 15:27,23.29,28.7,467,0.005079916,1,1
209,2015-02-02 15:28,23.29,28.675,467.75,0.005075455,1,1
210,2015-02-02 15:29,23.29,28.61666667,466.5,0.005065046,1,1
211,2015-02-02 15:29,23.29,28.66,459,0.005072779,1,1
212,2015-02-02 15:30,23.29,28.55,464,0.005053151,1,1
213,2015-02-02 15:32,23.29,28.6,470,0.005062072,1,1
214,2015-02-02 15:33,23.272,28.6,464,0.005056527,1,1
215,2015-02-02 15:34,23.2,28.4175,464,0.005002016,1,1
216,2015-02-02 15:35,23.23,28.5,449,0.005025831,1,1
217,2015-02-02 15:36,23.29,28.5,464,0.005044229,1,1
218,2015-02-02 15:36,23.215,28.63333333,462.3333333,0.005044923,1,1
219,2015-02-02 15:38,23.2,28.6,469,0.005034399,1,1
220,2015-02-02 15:39,23.2,28.65,469,0.005043272,1,1
221,2015-02-02 15:40,23.2,28.62,469,0.005037948,1,1
222,2015-02-02 15:40,23.2,28.7,464,0.005052145,1,1
223,2015-02-02 15:42,23.2,28.7,456.5,0.005052145,1,1
224,2015-02-02 15:42,23.2,28.718,457,0.005055339,1,1
225,2015-02-02 15:43,23.2,28.79,450.25,0.005068117,1,1
226,2015-02-02 15:45,23.2,28.79,446,0.005068117,1,1
227,2015-02-02 15:46,23.14,28.79,451.6,0.005049618,1,1
228,2015-02-02 15:47,23.15,28.89,454.75,0.005070391,1,1
229,2015-02-02 15:48,23.15,28.89,448,0.005070391,1,1
230,2015-02-02 15:49,23.18,28.83,444,0.005069034,1,1
231,2015-02-02 15:49,23.11666667,28.945,444,0.005069809,1,1
232,2015-02-02 15:51,23.14,28.956,444,0.005078972,1,1
233,2015-02-02 15:52,23.1,29,444,0.005074362,1,1
234,2015-02-02 15:53,23.1,29.075,444,0.005087593,1,1
235,2015-02-02 15:53,23.1,28.918,444,0.005059897,1,1
236,2015-02-02 15:55,23.1,27.925,444,0.004884784,1,1
237,2015-02-02 15:55,23.06,27.772,444,0.004845979,1,1
238,2015-02-02 15:56,23.02,27.556,435,0.004796284,1,1
239,2015-02-02 15:58,23.01,27.81883333,432,0.004839435,1,1
240,2015-02-02 15:59,23,28.08166667,429,0.004882538,1,1
241,2015-02-02 16:00,23,27.956,429,0.004860518,1,1
242,2015-02-02 16:01,22.98166667,27.90833333,429,0.004846741,1,1
243,2015-02-02 16:01,23,27.92666667,429,0.004855378,1,1
244,2015-02-02 16:02,23,28.018,429,0.004871382,1,1
245,2015-02-02 16:04,22.98166667,28.06666667,429,0.004874454,1,1
246,2015-02-02 16:05,22.945,28.1,429,0.004869381,1,1
247,2015-02-02 16:06,23,28.1,429,0.004885751,1,1
248,2015-02-02 16:07,22.956,28.2,429,0.004890128,1,1
249,2015-02-02 16:08,22.9725,28.1,429,0.00487756,1,1
250,2015-02-02 16:08,22.945,28.13333333,429,0.004875203,1,1
251,2015-02-02 16:09,23,28.2,429,0.004903275,1,1
252,2015-02-02 16:11,22.945,28.2,429,0.004886846,1,1
253,2015-02-02 16:12,23,28.13333333,429,0.004891592,1,1
254,2015-02-02 16:13,22.912,28.1,429,0.004859583,1,1
255,2015-02-02 16:14,22.89,28.1,429,0.00485306,1,1
256,2015-02-02 16:14,22.89,27.956,432,0.004827998,1,1
257,2015-02-02 16:15,22.865,27.84,432.75,0.004800476,1,1
258,2015-02-02 16:17,22.87333333,27.68333333,439,0.004775684,1,1
259,2015-02-02 16:18,22.87333333,27.6,429,0.004761198,1,1
260,2015-02-02 16:19,22.89,27.6,432.75,0.004766045,1,1
261,2015-02-02 16:20,22.815,27.445,432.75,0.004717422,1,1
262,2015-02-02 16:21,22.84,27.37333333,436.5,0.0047122,1,1
263,2015-02-02 16:21,22.79,27.365,438,0.00469639,1,1
264,2015-02-02 16:23,22.79,27.2,444,0.004667861,1,1
265,2015-02-02 16:24,22.79,27.17142857,435.4285714,0.004662921,1,1
266,2015-02-02 16:25,22.79,27.06666667,434,0.004644808,1,1
267,2015-02-02 16:25,22.79,27.02,432,0.00463674,1,1
268,2015-02-02 16:27,22.772,26.934,438,0.004616793,1,1
269,2015-02-02 16:27,22.76,26.82333333,439,0.004594315,1,1
270,2015-02-02 16:28,22.7,26.754,432,0.004565583,1,1
271,2015-02-02 16:30,22.7225,26.7,432.75,0.004562569,1,1
272,2015-02-02 16:31,22.7,26.68333333,434,0.004553435,1,1
273,2015-02-02 16:32,22.7,26.53333333,444,0.004527652,1,1
274,2015-02-02 16:33,22.7,26.46333333,444,0.00451562,1,1
275,2015-02-02 16:34,22.7,26.445,441.5,0.004512469,1,1
276,2015-02-02 16:34,22.7,26.34,444,0.004494423,1,1
277,2015-02-02 16:36,22.7,26.26,444,0.004480674,1,1
278,2015-02-02 16:37,22.7,26.2,441,0.004470363,1,1
279,2015-02-02 16:38,22.7,26.16,438,0.004463489,1,1
280,2015-02-02 16:38,22.7,26.02,441,0.004439431,1,1
281,2015-02-02 16:40,22.7,26.1,440.25,0.004453178,1,1
282,2015-02-02 16:40,22.7,26,439,0.004435995,1,1
283,2015-02-02 16:41,22.7,25.934,438,0.004424654,1,1
284,2015-02-02 16:43,22.7,25.92666667,439,0.004423394,1,1
285,2015-02-02 16:44,22.7,25.815,432.75,0.004404207,1,1
286,2015-02-02 16:45,22.68,25.772,432,0.004391449,1,1
287,2015-02-02 16:46,22.64,25.696,429,0.004367718,1,1
288,2015-02-02 16:46,22.6,25.575,429,0.00433639,1,1
289,2015-02-02 16:47,22.66666667,25.6,429,0.004358383,1,1
290,2015-02-02 16:49,22.6,25.525,433.5,0.004327853,1,1
291,2015-02-02 16:50,22.62,25.476,436.2,0.004324772,1,1
292,2015-02-02 16:51,22.625,25.55,442.5,0.004338748,1,1
293,2015-02-02 16:52,22.6,25.39,443.4,0.004304805,1,1
294,2015-02-02 16:53,22.65,25.42,438,0.00432312,1,1
295,2015-02-02 16:53,22.6,25.2675,442.5,0.004283893,1,1
296,2015-02-02 16:54,22.6,25.218,439.8,0.004275443,1,1
297,2015-02-02 16:56,22.6,25.2,439.8,0.00427237,1,1
298,2015-02-02 16:57,22.6,25.2,435.5,0.00427237,1,1
299,2015-02-02 16:58,22.6,25.15,430.75,0.004263835,1,1
300,2015-02-02 16:59,22.6,25.14,440.6,0.004262128,1,1
301,2015-02-02 16:59,22.6,25.15,428.2,0.004263835,1,1
302,2015-02-02 17:00,22.6,25.04,432.2,0.004245059,1,1
303,2015-02-02 17:02,22.6,25.05,431.75,0.004246766,1,1
304,2015-02-02 17:03,22.6,25.06,429.2,0.004248472,1,1
305,2015-02-02 17:04,22.6,25,433,0.004238231,1,1
306,2015-02-02 17:05,22.6,25,433,0.004238231,1,1
307,2015-02-02 17:06,22.6,25,428.2,0.004238231,1,1
308,2015-02-02 17:06,22.6,25.025,428.25,0.004242498,1,1
309,2015-02-02 17:08,22.6,25.1,425.4,0.0042553,1,1
310,2015-02-02 17:09,22.6,25.08,429.2,0.004251886,1,1
311,2015-02-02 17:10,22.56,25.02,433,0.004231284,1,1
312,2015-02-02 17:10,22.58,25.08,433,0.00424669,1,1
313,2015-02-02 17:12,22.575,25.075,433,0.00424454,1,1
314,2015-02-02 17:12,22.56,24.912,433,0.004212896,1,1
315,2015-02-02 17:13,22.55,25.2,433,0.004259328,1,1
316,2015-02-02 17:15,22.6,24.9175,433,0.00422415,1,1
317,2015-02-02 17:16,22.58,25.06,433,0.004243281,1,1
318,2015-02-02 17:17,22.56666667,24.90833333,433,0.004213989,1,1
319,2015-02-02 17:18,22.525,24.945,433,0.004209495,1,1
320,2015-02-02 17:19,22.54,24.89,433,0.004204006,1,1
321,2015-02-02 17:19,22.5,24.865,433,0.004189492,1,1
322,2015-02-02 17:21,22.5,24.9175,433,0.004198397,1,1
323,2015-02-02 17:22,22.5,24.91166667,433,0.004197408,1,1
324,2015-02-02 17:23,22.56,24.81,433,0.00419553,1,1
325,2015-02-02 17:23,22.525,24.89,426,0.004200151,1,1
326,2015-02-02 17:25,22.52,24.976,430.2,0.004213473,1,1
327,2015-02-02 17:25,22.575,25.075,433,0.00424454,1,1
328,2015-02-02 17:26,22.6,25,433,0.004238231,1,1
329,2015-02-02 17:28,22.6,25.02142857,433,0.004241889,1,1
330,2015-02-02 17:29,22.6,25.04285714,433,0.004245546,1,1
331,2015-02-02 17:30,22.6,25.1,433,0.0042553,1,1
332,2015-02-02 17:31,22.6,25.1,428.3333333,0.0042553,1,1
333,2015-02-02 17:31,22.6,25.08,424.6,0.004251886,1,1
334,2015-02-02 17:32,22.6,25.16666667,433,0.00426668,1,1
335,2015-02-02 17:34,22.6,25.06666667,428.3333333,0.00424961,1,0
336,2015-02-02 17:35,22.6,25.2,422.5,0.00427237,1,0
337,2015-02-02 17:36,22.6,25.2,423.6666667,0.00427237,1,0
338,2015-02-02 17:37,22.54,25.16,424.6,0.004249921,1,0
339,2015-02-02 17:38,22.54,25.16,427.4,0.004249921,1,0
340,2015-02-02 17:38,22.54,25.14,421.8,0.00424652,1,0
341,2015-02-02 17:39,22.525,25.1,426,0.004235829,1,0
342,2015-02-02 17:41,22.5,25.04,421.8,0.004219178,1,0
343,2015-02-02 17:42,22.5,25,419,0.004212392,1,0
344,2015-02-02 17:43,22.5,25,419,0.004212392,1,0
345,2015-02-02 17:44,22.5,25,419,0.004212392,1,0
346,2015-02-02 17:44,22.5,24.912,419,0.004197464,1,0
347,2015-02-02 17:45,22.5,24.89,419,0.004193733,1,0
348,2015-02-02 17:47,22.5,24.89,419,0.004193733,1,0
349,2015-02-02 17:48,22.5,24.89,419,0.004193733,1,0
350,2015-02-02 17:49,22.478,24.87,419,0.004184704,1,0
351,2015-02-02 17:50,22.456,24.83,419,0.004172308,1,0
352,2015-02-02 17:51,22.5,24.85666667,419,0.004188079,1,0
353,2015-02-02 17:51,22.4175,24.7475,419,0.004148566,1,0
354,2015-02-02 17:53,22.456,24.81,419,0.004168925,1,0
355,2015-02-02 17:54,22.39,24.7,419,0.004133586,1,0
356,2015-02-02 17:55,22.4175,24.7225,419,0.004144348,1,0
357,2015-02-02 17:55,22.39,24.7,419,0.004133586,1,0
358,2015-02-02 17:57,22.39,24.7225,419,0.004137377,1,1
359,2015-02-02 17:57,22.39,24.71708333,419,0.004136464,1,1
360,2015-02-02 17:58,22.39,24.71166667,419,0.004135552,1,1
361,2015-02-02 18:00,22.39,24.625,419,0.004120952,1,1
362,2015-02-02 18:01,22.39,24.754,416.2,0.004142684,1,1
363,2015-02-02 18:02,22.39,24.912,418.6,0.004169303,1,1
364,2015-02-02 18:03,22.39,25.245,415,0.004225413,1,1
365,2015-02-02 18:04,22.39,25.0925,310.25,0.004199716,1,1
366,2015-02-02 18:04,22.39,25,0,0.00418413,0,0
367,2015-02-02 18:06,22.35,24.978,0,0.004170196,0,0
368,2015-02-02 18:07,22.32333333,25,0,0.004167082,0,0
369,2015-02-02 18:08,22.365,24.9725,0,0.004173103,0,0
370,2015-02-02 18:08,22.315,24.89,0,0.004146508,0,0
371,2015-02-02 18:10,22.29,24.9175,0,0.004144767,0,0
372,2015-02-02 18:10,22.29,24.912,0,0.004143846,0,0
373,2015-02-02 18:11,22.26,24.85666667,0,0.004126988,0,0
374,2015-02-02 18:13,22.254,24.85,0,0.004124357,0,0
375,2015-02-02 18:14,22.23,24.79333333,0,0.004108841,0,0
376,2015-02-02 18:15,22.26,24.82333333,0,0.004121417,0,0
377,2015-02-02 18:16,22.2,24.79,0,0.004100737,0,0
378,2015-02-02 18:16,22.2,24.79,0,0.004100737,0,0
379,2015-02-02 18:17,22.2,24.736,0,0.004091746,0,0
380,2015-02-02 18:19,22.2,24.79,0,0.004100737,0,0
381,2015-02-02 18:20,22.13333333,24.7,0,0.004069084,0,0
382,2015-02-02 18:21,22.1,24.7,0,0.004060772,0,0
383,2015-02-02 18:22,22.15,24.7225,0,0.00407698,0,0
384,2015-02-02 18:23,22.1,24.7,0,0.004060772,0,0
385,2015-02-02 18:23,22.1,24.7,0,0.004060772,0,0
386,2015-02-02 18:24,22.13333333,24.7,0,0.004069084,0,0
387,2015-02-02 18:26,22.1,24.7,0,0.004060772,0,0
388,2015-02-02 18:27,22.1,24.675,0,0.004056635,0,0
389,2015-02-02 18:28,22.06666667,24.66666667,0,0.004046971,0,0
390,2015-02-02 18:29,22.06666667,24.66666667,0,0.004046971,0,0
391,2015-02-02 18:29,22,24.58,0,0.004016193,0,0
392,2015-02-02 18:30,21.978,24.6,0,0.004014056,0,0
393,2015-02-02 18:32,21.978,24.56,0,0.004007487,0,0
394,2015-02-02 18:33,21.945,24.6,0,0.00400593,0,0
395,2015-02-02 18:34,21.92666667,24.5,0,0.003985052,0,0
396,2015-02-02 18:35,21.89,24.5,0,0.003976085,0,0
397,2015-02-02 18:36,21.89,24.525,0,0.003980169,0,0
398,2015-02-02 18:36,21.89,24.5,0,0.003976085,0,0
399,2015-02-02 18:38,21.89,24.5,0,0.003976085,0,0
400,2015-02-02 18:39,21.815,24.4175,0,0.003944389,0,0
401,2015-02-02 18:40,21.82333333,24.46333333,0,0.003953865,0,0
402,2015-02-02 18:40,21.79,24.39,0,0.003933868,0,0
403,2015-02-02 18:42,21.79,24.39,0,0.003933868,0,0
404,2015-02-02 18:42,21.79,24.39,0,0.003933868,0,0
405,2015-02-02 18:43,21.7675,24.39,0,0.00392843,0,0
406,2015-02-02 18:45,21.7675,24.365,0,0.003924377,0,0
407,2015-02-02 18:46,21.754,24.35,0,0.003918692,0,0
408,2015-02-02 18:47,21.7,24.29,0,0.003896013,0,0
409,2015-02-02 18:48,21.7,24.29,0,0.003896013,0,0
410,2015-02-02 18:49,21.7,24.29,0,0.003896013,0,0
411,2015-02-02 18:49,21.7,24.29,0,0.003896013,0,0
412,2015-02-02 18:51,21.64,24.236,0,0.003872972,0,0
413,2015-02-02 18:52,21.6,24.2,0,0.003857673,0,0
414,2015-02-02 18:53,21.6,24.2,0,0.003857673,0,0
415,2015-02-02 18:53,21.6,24.2225,0,0.003861282,0,0
416,2015-02-02 18:55,21.5,24.26,0,0.003843552,0,0
417,2015-02-02 18:55,21.5,24.2,0,0.003833988,0,0
418,2015-02-02 18:56,21.55,24.2,0,0.003845814,0,0
419,2015-02-02 18:58,21.5,24.2,0,0.003833988,0,0
420,2015-02-02 18:59,21.5,24.2,0,0.003833988,0,0
421,2015-02-02 19:00,21.5,24.2,0,0.003833988,0,0
422,2015-02-02 19:01,21.5,24.2,0,0.003833988,0,0
423,2015-02-02 19:01,21.5,24.15,0,0.003826018,0,0
424,2015-02-02 19:02,21.5,24.175,0,0.003830003,0,0
425,2015-02-02 19:04,21.5,24.125,0,0.003822033,0,0
426,2015-02-02 19:05,21.5,24.15,0,0.003826018,0,0
427,2015-02-02 19:06,21.5,24.125,0,0.003822033,0,0
428,2015-02-02 19:07,21.5,24.1,0,0.003818048,0,0
429,2015-02-02 19:08,21.5,24.1,0,0.003818048,0,0
430,2015-02-02 19:08,21.5,24.1,0,0.003818048,0,0
431,2015-02-02 19:09,21.5,24.1,0,0.003818048,0,0
432,2015-02-02 19:11,21.4725,24.075,0,0.003807606,0,0
433,2015-02-02 19:12,21.39,24,0,0.003776419,0,0
434,2015-02-02 19:13,21.42666667,23.92666667,0,0.00377333,0,0
435,2015-02-02 19:14,21.39,23.9725,0,0.003772066,0,0
436,2015-02-02 19:14,21.39,23.9175,0,0.003763359,0,0
437,2015-02-02 19:15,21.39,23.945,0,0.003767713,0,0
438,2015-02-02 19:17,21.365,23.89,0,0.003753216,0,0
439,2015-02-02 19:18,21.32333333,24,0,0.003760925,0,0
440,2015-02-02 19:19,21.34,23.9725,0,0.003760453,0,0
441,2015-02-02 19:20,21.315,23.9725,0,0.003754659,0,0
442,2015-02-02 19:21,21.35666667,24,0,0.003768665,0,0
443,2015-02-02 19:21,21.39,23.9725,0,0.003772066,0,0
444,2015-02-02 19:23,21.315,23.89,0,0.00374166,0,0
445,2015-02-02 19:24,21.29,23.945,0,0.003744546,0,0
446,2015-02-02 19:25,21.29,23.9725,0,0.003748872,0,0
447,2015-02-02 19:25,21.29,23.89,0,0.003735893,0,0
448,2015-02-02 19:27,21.29,23.92666667,0,0.003741662,0,0
449,2015-02-02 19:27,21.29,23.89,0,0.003735893,0,0
450,2015-02-02 19:28,21.29,23.89,0,0.003735893,0,0
451,2015-02-02 19:30,21.254,23.85,0,0.003721325,0,0
452,2015-02-02 19:31,21.23,23.82333333,0,0.003711637,0,0
453,2015-02-02 19:32,21.218,23.81,0,0.0037068,0,0
454,2015-02-02 19:33,21.2,23.79,0,0.003699555,0,0
455,2015-02-02 19:34,21.2,23.79,0,0.003699555,0,0
456,2015-02-02 19:34,21.2,23.79,0,0.003699555,0,0
457,2015-02-02 19:36,21.2,23.79,0,0.003699555,0,0
458,2015-02-02 19:37,21.2,23.79,0,0.003699555,0,0
459,2015-02-02 19:38,21.2,23.7675,0,0.003696035,0,0
460,2015-02-02 19:38,21.2,23.745,0,0.003692515,0,0
461,2015-02-02 19:40,21.2,23.76,0,0.003694862,0,0
462,2015-02-02 19:40,21.2,23.7,0,0.003685476,0,0
463,2015-02-02 19:41,21.2,23.79,0,0.003699555,0,0
464,2015-02-02 19:43,21.175,23.7,0,0.003679792,0,0
465,2015-02-02 19:44,21.16666667,23.7,0,0.003677899,0,0
466,2015-02-02 19:45,21.125,23.675,0,0.003664554,0,0
467,2015-02-02 19:46,21.1,23.65,0,0.003655012,0,0
468,2015-02-02 19:46,21.125,23.65,0,0.003660661,0,0
469,2015-02-02 19:47,21.1,23.6,0,0.003647239,0,0
470,2015-02-02 19:49,21.13333333,23.6,0,0.003654757,0,0
471,2015-02-02 19:50,21.1,23.6,0,0.003647239,0,0
472,2015-02-02 19:51,21.1,23.6,0,0.003647239,0,0
473,2015-02-02 19:52,21.1,23.6,0,0.003647239,0,0
474,2015-02-02 19:53,21.1,23.6,0,0.003647239,0,0
475,2015-02-02 19:53,21.1,23.575,0,0.003643353,0,0
476,2015-02-02 19:54,21.1,23.53333333,0,0.003636876,0,0
477,2015-02-02 19:56,21.1,23.4725,0,0.00362742,0,0
478,2015-02-02 19:57,21.1,23.4725,0,0.00362742,0,0
479,2015-02-02 19:58,21.1,23.5,0,0.003631695,0,0
480,2015-02-02 19:59,21.1,23.5,0,0.003631695,0,0
481,2015-02-02 19:59,21.125,23.5,0,0.003637308,0,0
482,2015-02-02 20:00,21.1,23.5,0,0.003631695,0,0
483,2015-02-02 20:02,21.13333333,23.5,0,0.00363918,0,0
484,2015-02-02 20:03,21.1,23.3925,0,0.003614985,0,0
485,2015-02-02 20:04,21.1,23.4725,0,0.00362742,0,0
486,2015-02-02 20:05,21.1,23.5,0,0.003631695,0,0
487,2015-02-02 20:06,21.1,23.5,0,0.003631695,0,0
488,2015-02-02 20:06,21.1,23.5,0,0.003631695,0,0
489,2015-02-02 20:08,21.1,23.5,0,0.003631695,0,0
490,2015-02-02 20:09,21.1,23.5,0,0.003631695,0,0
491,2015-02-02 20:10,21.1,23.434,0,0.003621436,0,0
492,2015-02-02 20:10,21.1,23.39,0,0.003614596,0,0
493,2015-02-02 20:12,21.1,23.39,0,0.003614596,0,0
494,2015-02-02 20:12,21.125,23.39,0,0.003620183,0,0
495,2015-02-02 20:13,21.1,23.39,0,0.003614596,0,0
496,2015-02-02 20:15,21.1,23.39,0,0.003614596,0,0
497,2015-02-02 20:16,21.1,23.39,0,0.003614596,0,0
498,2015-02-02 20:17,21.1,23.365,0,0.003610711,0,0
499,2015-02-02 20:18,21.1,23.39,0,0.003614596,0,0
500,2015-02-02 20:19,21.1,23.365,0,0.003610711,0,0
501,2015-02-02 20:19,21.1,23.33,0,0.003605271,0,0
502,2015-02-02 20:21,21.075,23.315,0,0.003597378,0,0
