,date,Temperature,Humidity,Light,PIR,Occupancy
140,2015-02-02 14:19,23.7,26.272,585.2,1,1
141,2015-02-02 14:19,23.718,26.29,578.4,1,1
142,2015-02-02 14:21,23.73,26.23,572.6666667,1,1
143,2015-02-02 14:22,23.7225,26.125,493.75,1,1
144,2015-02-02 14:23,23.754,26.2,488.6,1,1
145,2015-02-02 14:23,23.76,26.26,568.6666667,1,1
146,2015-02-02 14:25,23.73,26.29,536.3333333,1,1
147,2015-02-02 14:25,23.754,26.29,509,1,1
148,2015-02-02 14:26,23.754,26.35,476,1,1
149,2015-02-02 14:28,23.736,26.39,510,1,1
150,2015-02-02 14:29,23.745,26.445,481.5,1,1
151,2015-02-02 14:30,23.7,26.56,481.8,1,1
152,2015-02-02 14:31,23.7,26.6,475.25,1,1
153,2015-02-02 14:31,23.7,26.7,469,1,1
154,2015-02-02 14:32,23.7,26.774,464,1,1
155,2015-02-02 14:34,23.7,26.89,464,1,1
156,2015-02-02 14:35,23.7,26.9725,455,1,1
157,2015-02-02 14:36,23.6,26.89,454,1,1
158,2015-02-02 14:37,23.64,26.976,458,1,1
159,2015-02-02 14:38,23.65,27.05,464,1,1
160,2015-02-02 14:38,23.64,27.1,473,1,1
161,2015-02-02 14:39,23.6,27.16,464,1,1
162,2015-02-02 14:41,23.6,27.236,498.4,1,1
163,2015-02-02 14:42,23.6,27.29,530.2,1,1
164,2015-02-02 14:43,23.6,27.33,533.6,1,1
165,2015-02-02 14:44,23.6,27.34,524.25,1,1
166,2015-02-02 14:44,23.625,27.3925,498.6666667,1,1
167,2015-02-02 14:45,23.6,27.39,516.3333333,1,1
168,2015-02-02 14:47,23.6,27.412,501.2,1,1
169,2015-02-02 14:48,23.6,27.5,522,1,1
170,2015-02-02 14:49,23.6,27.525,520.5,1,1
171,2015-02-02 14:50,23.6,27.6,505.2857143,1,1
172,2015-02-02 14:51,23.6,27.6,488.3333333,1,1
173,2015-02-02 14:51,23.6,27.54,512,1,1
174,2015-02-02 14:53,23.6,27.6,511,1,1
175,2015-02-02 14:54,23.61666667,27.63333333,501.5,1,1
176,2015-02-02 14:55,23.66666667,27.7,503.6666667,1,1
177,2015-02-02 14:55,23.6,27.7,483.1666667,1,1
178,2015-02-02 14:57,23.6,27.7225,483.5,1,1
179,2015-02-02 14:57,23.6,27.79,473,1,1
180,2015-02-02 14:58,23.6,27.85666667,470.3333333,1,1
181,2015-02-02 15:00,23.6,27.80428571,480.1428571,1,1
182,2015-02-02 15:01,23.575,27.79,464,1,1
183,2015-02-02 15:02,23.54,27.81,474.4,1,1
184,2015-02-02 15:03,23.6,27.978,470,1,1
185,2015-02-02 15:04,23.525,28,454,0,1
186,2015-02-02 15:04,23.5,27.978,454,0,1
187,2015-02-02 15:06,23.5,28,454,0,1
188,2015-02-02 15:07,23.5,28,454,0,1
189,2015-02-02 15:08,23.5,28,445,0,1
190,2015-02-02 15:08,23.5,28,439,0,1
191,2015-02-02 15:10,23.5,28.025,444.25,0,1
192,2015-02-02 15:10,23.445,28.125,454.75,0,1
193,2015-02-02 15:11,23.39,28.18,455.8,0,1
194,2015-02-02 15:13,23.39,28.2,451.6,0,1
195,2015-02-02 15:14,23.39,28.2,451.6,0,1
196,2015-02-02 15:15,23.39,28.2,454.75,0,1
197,2015-02-02 15:16,23.39,28.2225,454.75,0,1
198,2015-02-02 15:16,23.39,28.37333333,457.5,0,1
199,2015-02-02 15:17,23.37,28.39,464,0,1
200,2015-02-02 15:19,23.39,28.32333333,464,0,1
201,2015-02-02 15:20,23.37333333,28.445,464,0,1
202,2015-02-02 15:21,23.39,28.5,471.5,0,1
203,2015-02-02 15:22,23.32333333,28.5,475.6666667,0,1
204,2015-02-02 15:23,23.365,28.5,471.5,0,1
205,2015-02-02 15:23,23.29,28.5,467.75,0,1
206,2015-02-02 15:24,23.30666667,28.53333333,466.5,0,1
207,2015-02-02 15:26,23.29,28.7,464,1,1
208,2015-02-02 15:27,23.29,28.7,467,1,1
209,2015-02-02 15:28,23.29,28.675,467.75,1,1
210,2015-02-02 15:29,23.29,28.61666667,466.5,1,1
211,2015-02-02 15:29,23.29,28.66,459,1,1
212,2015-02-02 15:30,23.29,28.55,464,1,1
213,2015-02-02 15:32,23.29,28.6,470,1,1
214,2015-02-02 15:33,23.272,28.6,464,1,1
215,2015-02-02 15:34,23.2,28.4175,464,1,1
216,2015-02-02 15:35,23.23,28.5,449,1,1
217,2015-02-02 15:36,23.29,28.5,464,1,1
218,2015-02-02 15:36,23.215,28.63333333,462.3333333,1,1
219,2015-02-02 15:38,23.2,28.6,469,1,1
220,2015-02-02 15:39,23.2,28.65,469,1,1
221,2015-02-02 15:40,23.2,28.62,469,1,1
222,2015-02-02 15:40,23.2,28.7,464,1,1
223,2015-02-02 15:42,23.2,28.7,456.5,1,1
224,2015-02-02 15:42,23.2,28.718,457,1,1
225,2015-02-02 15:43,23.2,28.79,450.25,1,1
226,2015-02-02 15:45,23.2,28.79,446,1,1
227,2015-02-02 15:46,23.14,28.79,451.6,1,1
228,2015-02-02 15:47,23.15,28.89,454.75,1,1
229,2015-02-02 15:48,23.15,28.89,448,1,1
230,2015-02-02 15:49,23.18,28.83,444,1,1
231,2015-02-02 15:49,23.11666667,28.945,444,1,1
232,2015-02-02 15:51,23.14,28.956,444,1,1
233,2015-02-02 15:52,23.1,29,444,1,1
234,2015-02-02 15:53,23.1,29.075,444,1,1
235,2015-02-02 15:53,23.1,28.918,444,1,1
236,2015-02-02 15:55,23.1,27.925,444,1,1
237,2015-02-02 15:55,23.06,27.772,444,1,1
238,2015-02-02 15:56,23.02,27.556,435,1,1
239,2015-02-02 15:58,23.01,27.81883333,432,1,1
240,2015-02-02 15:59,23,28.08166667,429,1,1
241,2015-02-02 16:00,23,27.956,429,1,1
242,2015-02-02 16:01,22.98166667,27.90833333,429,1,1
243,2015-02-02 16:01,23,27.92666667,429,1,1
244,2015-02-02 16:02,23,28.018,429,1,1
245,2015-02-02 16:04,22.98166667,28.06666667,429,1,1
246,2015-02-02 16:05,22.945,28.1,429,1,1
247,2015-02-02 16:06,23,28.1,429,1,1
248,2015-02-02 16:07,22.956,28.2,429,1,1
249,2015-02-02 16:08,22.9725,28.1,429,1,1
250,2015-02-02 16:08,22.945,28.13333333,429,1,1
251,2015-02-02 16:09,23,28.2,429,1,1
252,2015-02-02 16:11,22.945,28.2,429,1,1
253,2015-02-02 16:12,23,28.13333333,429,1,1
